transpotation,start,-,-,-,end,-,-,-,-,-,-,-,-,,
type,date,country,region,type,type,date,country,region,type,time(Min),price,currency,memo,,
AirPlane,2023/12/3,ARE,Abu Dhabi,AirPort,2023/12/3,UZB,Toshkent,AirPort,2308,205,8220,JPY,-,,
Bus,2023/12/3,UZB,Toshkent,AirPort,2023/12/3,UZB,Toshkent,Central,7.4,30,2000,UZS,-,,
Bus,2023/12/3,UZB,Toshkent,Central,2023/12/3,UZB,Toshkent,Station,2,5,2000,UZS,-,,
Subway,2023/12/3,UZB,Toshkent,Station,2023/12/3,UZB,Toshkent,Inn,1,5,1700,UZS,-,,
Subway,2023/12/4,UZB,Toshkent,Inn,2023/12/4,UZB,Toshkent,Station,5,30,1700,UZS,-,,
Train,2023/12/4,UZB,Toshkent,Station,2023/12/4,UZB,Samarkand,Station,306,210,111430,UZS,-,,
Tram,2023/12/4,UZB,Samarkand,Station,2023/12/4,UZB,Samarkand,Central,5.7,30,2000,UZS,-,,
Bus,2023/12/4,UZB,Samarkand,Central,2023/12/4,UZB,Samarkand,Inn,5,60,8000,UZS,-,,
Bus,2023/12/5,UZB,Samarkand,Inn,2023/12/5,UZB,Samarkand,Suberb,4.4,15,6000,UZS,-,,
Tram,2023/12/5,UZB,Samarkand,Central,2023/12/5,UZB,Samarkand,Station,5.7,30,2000,UZS,-,,
Train,2023/12/5,UZB,Samarkand,Station,2023/12/5,UZB,Toshkent,Station,306,210,111430,UZS,-,,
Bus,2023/12/6,UZB,Toshkent,Inn,2023/12/6,UZB,Toshkent,Station,5,20,1700,UZS,-,,
Subway,2023/12/6,UZB,Toshkent,Station,2023/12/6,UZB,Toshkent,Stop,5,10,1700,UZS,-,,
Bus,2023/12/6,UZB,Toshkent,Stop,2023/12/6,UZB,Toshkent,Museum,5,10,1700,UZS,-,,
Bus,2023/12/6,UZB,Toshkent,Museum,2023/12/6,UZB,Toshkent,Station,4.5,20,1700,UZS,-,,
Bus,2023/12/6,UZB,Toshkent,Station,2023/12/6,UZB,Toshkent,AirPort,2,60,3400,UZS,-,,
AirPlane,2023/12/6,UZB,Toshkent,AirPort,2023/12/7,KOR,Incheon,AirPort,4864,370,54430,JPY,-,,
Train,2023/12/7,KOR,Incheon,AirPort,2023/12/7,KOR,Seoul,Station,35,50,11000,KRW,-,,
Subway,2023/12/7,KOR,Seoul,Central,2023/12/7,KOR,Seoul,Inn,5,10,1400,KRW,-,,
Subway,2023/12/8,KOR,Seoul,Inn,2023/12/8,KOR,Seoul,Museum,5.5,15,1400,KRW,-,,
Bus,2023/12/8,KOR,Seoul,Museum,2023/12/8,KOR,Yongsan-gu,Station,1.6,13,1500,KRW,-,,
Train,2023/12/8,KOR,Yongsan-gu,Station,2023/12/8,KOR,Daejeon,Station,162,120,15800,KRW,-,,
Bus,2023/12/9,KOR,Daejeon,Stop,2023/12/9,KOR,Daejeon,Suberb,5,10,1200,KRW,-,,
Bus,2023/12/9,KOR,Daejeon,Suberb,2023/12/9,KOR,Buyo,Terminal,62,75,8100,KRW,-,,
Bus,2023/12/9,KOR,Buyo,Terminal,2023/12/9,KOR,nokusan,Terminal,20,50,3100,KRW,-,,
Train,2023/12/9,KOR,nokusan,Station,2023/12/9,KOR,Ikusan,Station,41,30,2600,KRW,-,,
Train,2023/12/9,KOR,Ikusan,Station,2023/12/9,KOR,Gwangju,Station,115,60,10500,KRW,-,,
Bus,2023/12/10,KOR,Gwangju,Terminal,2023/12/10,KOR,Suncheon,Terminal,88,120,11000,KRW,-,,
Bus,2023/12/10,KOR,Suncheon,Terminal,2023/12/10,KOR,Suncheon,Suberb,12,25,1200,KRW,-,,
Bus,2023/12/10,KOR,Suncheon,Suberb,2023/12/10,KOR,Suncheon,Terminal,12,25,1200,KRW,-,,
Bus,2023/12/10,KOR,Suncheon,Terminal,2023/12/10,KOR,Busan,Terminal,177,160,13300,KRW,-,,
Subway,2023/12/10,KOR,Busan,Station,2023/12/10,KOR,Busan,Inn,11,30,1500,KRW,-,,
Bus,2023/12/11,KOR,Busan,Central,2023/12/11,KOR,Busan,Suberb,12,23,1500,KRW,-,,
Bus,2023/12/11,KOR,Busan,Suberb,2023/12/11,KOR,Busan,Suberb,12,23,1500,KRW,-,,
Ferry,2023/12/11,KOR,Busan,Port,2023/12/12,JPN,Hakata,Port,220,690,9500,JPY,-,,
Bus,2023/12/12,JPN,Hakata,Port,2023/12/12,JPN,Hakata,Station,4.4,17,210,JPY,-,,
Train,2023/12/12,JPN,Hakata,Station,2023/12/12,JPN,Hakata,Station,5.6,6,210,JPY,-,,
Train,2023/12/13,JPN,Hakata,Station,2023/12/13,JPN,Hakata,Station,12.9,19,230,JPY,-,,
Bus,2023/12/13,JPN,Hakata,Stop,2023/12/13,JPN,Hakata,Terminal,3.3,15,210,JPY,-,,
Bus,2023/12/13,JPN,Hakata,Terminal,2023/12/13,JPN,Beppu,Inn,143,210,3250,JPY,-,,
Bus,2023/12/14,JPN,Beppu,Inn,2023/12/14,JPN,Beppu,Central,6.2,15,210,JPY,-,,
Bus,2023/12/14,JPN,Beppu,Central,2023/12/14,JPN,Beppu,Central,6.2,15,210,JPY,-,,
Ferry,2023/12/15,JPN,Beppu,Port,2023/12/15,JPN,Yawatahama,Port,109,165,4300,JPY,-,,
Train,2023/12/15,JPN,Yawatahama,Station,2023/12/15,JPN,Matsuyama,Station,68.6,90,1430,JPY,-,,
Tram,2023/12/16,JPN,Dogo,Station,2023/12/16,JPN,Matsuyama,Station,4.3,24,200,JPY,-,,
Train,2023/12/16,JPN,Matsuyama,Station,2023/12/16,JPN,Imabari,Station,44,63,1080,JPY,-,,
Bus,2023/12/16,JPN,Imabari,Station,2023/12/16,JPN,Onomichi,Station,64.4,80,2300,JPY,-,,
Boat,2023/12/16,JPN,Onomichi,Port,2023/12/16,JPN,Mukaijima,Port,2,4,70,JPY,-,,
Boat,2023/12/16,JPN,Mukaijima,Port,2023/12/16,JPN,Onomichi,Port,2,4,100,JPY,-,,
Train,2023/12/17,JPN,Onomichi,Station,2023/12/17,JPN,Fukuyama,Station,22.1,20,420,JPY,-,,
Bus,2023/12/17,JPN,Fukuyama,Station,2023/12/17,JPN,Osaka,Station,234,225,4200,JPY,-,,
Train,2023/12/17,JPN,Osaka,Station,2023/12/17,JPN,Shinosaka,Station,3.9,4,170,JPY,-,,
Train,2023/12/17,JPN,Shinosaka,Station,2023/12/17,JPN,Kobe,Station,38.8,46,860,JPY,-,,
Train,2023/12/19,JPN,Kobe,Station,2023/12/19,JPN,Kusatsu,Station,91.7,91,0,JPY,18 ticket,,
Train,2023/12/19,JPN,Kusatsu,Station,2023/12/19,JPN,Hikone,Station,53.6,26,0,JPY,18 ticket,,
Train,2023/12/19,JPN,Hikone,Station,2023/12/19,JPN,Ogaki,Station,34.7,36,0,JPY,18 ticket,,
Train,2023/12/19,JPN,Ogaki,Station,2023/12/19,JPN,Nagoya,Station,50,32,0,JPY,18 ticket,,
Subway,2023/12/19,JPN,Nagoya,Station,2023/12/19,JPN,Nagoya,Inn,0.7,1,210,JPY,-,,
Subway,2023/12/21,JPN,Nagoya,Inn,2023/12/21,JPN,Nagoya,Station,0.7,1,210,JPY,-,,
Train,2023/12/21,JPN,Nagoya,Station,2023/12/21,JPN,Nakatsugawa,Station,90.7,90,0,JPY,18 ticket,,
Train,2023/12/21,JPN,Nakatsugawa,Station,2023/12/21,JPN,Shiojiri,Station,127,110,0,JPY,18 ticket,,
Train,2023/12/21,JPN,Shiojiri,Station,2023/12/21,JPN,Suwa,Station,17.2,16,0,JPY,18 ticket,,
Train,2023/12/21,JPN,Suwa,Station,2023/12/21,JPN,Kofu,Station,70,90,0,JPY,18 ticket,,
Bus,2023/12/22,JPN,Kofu,Stop,2023/12/22,JPN,Kofu,Station,2.7,8,200,JPY,-,,
Train,2023/12/22,JPN,Kofu,Station,2023/12/22,JPN,Takao,Station,85.2,83,0,JPY,18 ticket,,
Train,2023/12/22,JPN,Takao,Station,2023/12/22,JPN,Hachioji,Station,5.4,7,0,JPY,18 ticket,,
Train,2023/12/22,JPN,Hachioji,Station,2023/12/22,JPN,Hanno,Station,40.5,39,0,JPY,18 ticket,,
Train,2023/12/22,JPN,Hanno,Station,2023/12/22,JPN,Chichibu,Station,35.8,56,420,JPY,-,,
Train,2023/12/22,JPN,Chichibu,Station,2023/12/22,JPN,Kumagaya,Station,41.3,73,880,JPY,-,,
Train,2023/12/22,JPN,Kumagaya,Station,2023/12/22,JPN,Akabane,Station,70.7,55,0,JPY,18 ticket,,
Train,2023/12/22,JPN,Akabane,Station,2023/12/22,JPN,Shibuya,Station,16.4,19,0,JPY,18 ticket,,
Train,2023/12/22,JPN,Shibuya,Station,2023/12/22,JPN,Akabane,Station,16.4,19,0,JPY,18 ticket,,
Train,2023/12/23,JPN,Akabane,Station,2023/12/23,JPN,Ueno,Station,8.7,20,180,JPY,-,,
Train,2023/12/23,JPN,Ueno,Station,2023/12/23,JPN,Kamakura,Station,64.3,57,900,JPY,-,,
Train,2023/12/23,JPN,Kamakura,Station,2023/12/23,JPN,Kamakura,Station,1.9,5,200,JPY,-,,
Train,2023/12/24,JPN,Kamakura,Station,2023/12/24,JPN,Shinagawa,Station,56.7,48,0,JPY,18 ticket,,
Train,2023/12/24,JPN,Shinagawa,Station,2023/12/24,JPN,Tsuchiura,Station,74.4,88,0,JPY,18 ticket,,
Train,2023/12/24,JPN,Tsuchiura,Station,2023/12/24,JPN,Shinagawa,Station,74.4,88,0,JPY,18 ticket,,
Train,2023/12/24,JPN,Shinagawa,Station,2023/12/24,JPN,Odawara,Station,83.3,72,0,JPY,18 ticket,,
Train,2023/12/25,JPN,Odawara,Station,2023/12/25,JPN,Hakone,Station,6.6,15,300,JPY,-,,
Train,2023/12/25,JPN,Hakone,Station,2023/12/25,JPN,Hakone,Station,8.7,45,470,JPY,-,,
Bus,2023/12/26,JPN,Hakone,Stop,2023/12/26,JPN,Odawara,Station,13.6,35,1340,JPY,-,,
Train,2023/12/26,JPN,Odawara,Station,2023/12/26,JPN,Atami,Station,23.5,23,0,JPY,18 ticket,,
Train,2023/12/26,JPN,Atami,Station,2023/12/26,JPN,Numazu,Station,27.2,18,0,JPY,18 ticket,,
Train,2023/12/26,JPN,Numazu,Station,2023/12/26,JPN,Toyohashi,Station,179,180,0,JPY,18 ticket,,
Train,2023/12/26,JPN,Toyohashi,Station,2023/12/26,JPN,Nagoya,Station,85.5,53,0,JPY,18 ticket,,
Train,2023/12/26,JPN,Nagoya,Station,2023/12/26,JPN,Kameyama,Station,63.9,64,0,JPY,18 ticket,,
Train,2023/12/26,JPN,Kameyama,Station,2023/12/26,JPN,Kamo,Station,63.8,80,0,JPY,18 ticket,,
Train,2023/12/26,JPN,Kamo,Station,2023/12/26,JPN,Kobe,Station,95.6,150,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Kobe,Station,2024/4/1,JPN,Amagasaki,Station,38.4,50,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Amagasaki,Station,2024/4/1,JPN,Himeji,Station,84.8,60,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Himeji,Station,2024/4/1,JPN,Aioi,Station,23.8,21,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Aioi,Station,2024/4/1,JPN,Okayama,Station,75,70,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Okayama,Station,2024/4/1,JPN,Fukuyama,Station,68.2,60,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Fukuyama,Station,2024/4/1,JPN,Itosaki,Station,30.7,28,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Itosaki,Station,2024/4/1,JPN,Hiroshima,Station,98.4,75,0,JPY,18 ticket,,
Ferry,2024/4/1,JPN,Hiroshima,Port,2024/4/1,JPN,Miyashima,Port,1.8,10,0,JPY,18 ticket,,
Ferry,2024/4/1,JPN,Miyashima,Port,2024/4/1,JPN,Hiroshima,Port,1.8,10,0,JPY,18 ticket,,
Train,2024/4/1,JPN,Hiroshima,Station,2024/4/1,JPN,Hiroshima,Station,23.1,30,0,JPY,18 ticket,,
Tram,2024/4/1,JPN,Hiroshima,Station,2024/4/1,JPN,Hiroshima,Park,3,15,220,JPY,-,,
Train,2024/4/2,JPN,Hiroshima,Station,2024/4/2,JPN,Iwakuni,Station,38.8,45,0,JPY,18 ticket,,
Train,2024/4/2,JPN,Iwakuni,Station,2024/4/2,JPN,Tokuyama,Station,66.4,70,0,JPY,18 ticket,,
Train,2024/4/2,JPN,Tokuyama,Station,2024/4/2,JPN,Shimonoseki,Station,115,130,0,JPY,18 ticket,,
Boat,2024/4/2,JPN,Shimonoseki,Port,2024/4/2,JPN,Moji,Port,1,5,400,JPY,-,,
Train,2024/4/2,JPN,Moji,Station,2024/4/2,JPN,Kokura,Station,11,17,0,JPY,18 ticket,,
Train,2024/4/2,JPN,Kokura,Station,2024/4/2,JPN,Hakata,Station,74.9,75,0,JPY,18 ticket,,
Subway,2024/4/2,JPN,Hakata,Station,2024/4/2,JPN,Hakata,AirPort,4.2,11,260,JPY,-,,
AirPlane,2024/4/2,JPN,Hakata,AirPort,2024/4/2,KOR,Incheon,AirPort,561,65,5340,JPY,-,,
AirPlane,2024/4/3,KOR,Incheon,AirPort,2024/4/3,QAT,Doha,AirPort,7049,625,20000,JPY,NO_ENTRY,,
AirPlane,2024/4/3,QAT,Doha,AirPort,2024/4/3,TUR,Istanbul,AirPort,2730,255,20000,JPY,-,,
Subway,2024/4/3,TUR,Istanbul,AirPort,2024/4/3,TUR,Istanbul,Central,40.2,35,60,TRY,-,,
Subway,2024/4/3,TUR,Istanbul,Central,2024/4/3,TUR,Istanbul,Port,18.1,30,17,TRY,-,,
Bus,2024/4/4,TUR,Istanbul,Inn,2024/4/4,TUR,Istanbul,Port,2,5,25,TRY,-,,
Ferry,2024/4/4,TUR,Istanbul,Port,2024/4/4,TUR,Bursa,Port,100,155,340,TRY,-,,
Bus,2024/4/4,TUR,Bursa,Port,2024/4/4,TUR,Bursa,Suberb,13.1,30,15,TRY,-,,
Subway,2024/4/4,TUR,Bursa,Suberb,2024/4/4,TUR,Bursa,Central,12.8,20,15,TRY,-,,
Bus,2024/4/4,TUR,Bursa,Central,2024/4/4,TUR,Bursa,Terminal,9.6,30,15,TRY,-,,
Bus,2024/4/4,TUR,Bursa,Terminal,2024/4/4,TUR,Eskişehir,Terminal,171,135,200,TRY,-,,
Tram,2024/4/4,TUR,Eskişehir,Terminal,2024/4/4,TUR,Eskişehir,Central,2.8,10,17,TRY,-,,
Tram,2024/4/5,TUR,Eskişehir,Central,2024/4/5,TUR,Eskişehir,Terminal,4,15,17,TRY,-,,
Bus,2024/4/5,TUR,Eskişehir,Terminal,2024/4/5,TUR,Ankara,Terminal,236,180,319,TRY,-,,
Subway,2024/4/5,TUR,Ankara,Terminal,2024/4/5,TUR,Ankara,Central,6.4,20,15,TRY,-,,
Subway,2024/4/6,TUR,Ankara,Central,2024/4/6,TUR,Ankara,Terminal,3,5,15,TRY,-,,
Bus,2024/4/6,TUR,Ankara,Terminal,2024/4/6,TUR,Çorum,Terminal,243,240,16.37,EUR,-,,
Bus,2024/4/6,TUR,Çorum,Terminal,2024/4/6,TUR,Çorum,Central,3,10,11,TRY,-,,
Bus,2024/4/7,TUR,Çorum,Central,2024/4/7,TUR,Çorum,Terminal,3,10,11,TRY,-,,
Bus,2024/4/7,TUR,Çorum,Terminal,2024/4/7,TUR,Amasya,Central,91.7,130,250,TRY,-,,
Bus,2024/4/7,TUR,Amasya,Central,2024/4/7,TUR,Amasya,Terminal,5,20,15,TRY,-,,
Bus,2024/4/7,TUR,Amasya,Terminal,2024/4/7,TUR,Samsun,Terminal,124,130,300,TRY,-,,
Bus,2024/4/7,TUR,Samsun,Terminal,2024/4/7,TUR,Samsun,Central,5.2,15,16.25,TRY,-,,
Tram,2024/4/7,TUR,Samsun,Central,2024/4/7,TUR,Samsun,Port,8.2,10,16.25,TRY,-,,
Bus,2024/4/8,TUR,Samsun,Central,2024/4/8,TUR,Samsun,Terminal,4,10,14,TRY,-,,
Bus,2024/4/8,TUR,Samsun,Terminal,2024/4/8,TUR,Trabzon,Terminal,324,360,400,TRY,-,,
Bus,2024/4/8,TUR,Trabzon,Terminal,2024/4/8,TUR,Trabzon,Central,2,10,15,TRY,-,,
Bus,2024/4/9,TUR,Trabzon,Church,2024/4/9,TUR,Trabzon,Central,5.1,15,18,TRY,-,,
Bus,2024/4/9,TUR,Trabzon,Central,2024/4/9,TUR,Trabzon,Terminal,3.2,10,18,TRY,-,,
Bus,2024/4/9,TUR,Trabzon,Terminal,2024/4/9,TUR,Erzurum,Terminal,259,270,550,TRY,-,,
Bus,2024/4/9,TUR,Erzurum,Terminal,2024/4/9,TUR,Erzurum,Central,8,30,10,TRY,-,,
Bus,2024/4/10,TUR,Erzurum,Central,2024/4/10,TUR,Erzurum,Terminal,8,30,10,TRY,-,,
Bus,2024/4/10,TUR,Erzurum,Terminal,2024/4/10,TUR,Hopa,Terminal,242,180,500,TRY,-,,
Bus,2024/4/10,TUR,Hopa,Terminal,2024/4/10,TUR,sarpi,Border,18,30,50,TRY,-,,
Walking,2024/4/10,TUR,sarpi,Border,2024/4/10,GEO,batumi,Border,0,30,0,TRY,Cross Border,,
Bus,2024/4/10,GEO,batumi,Border,2024/4/10,GEO,batumi,Central,18,30,2,GEL,-,,
Bus,2024/4/11,GEO,batumi,Terminal,2024/4/11,GEO,Kutaisi,Terminal,153,155,20,GEL,-,,
Bus,2024/4/11,GEO,Kutaisi,Terminal,2024/4/11,GEO,Kutaisi,Central,3.6,15,1,GEL,-,,
Bus,2024/4/12,GEO,Kutaisi,Central,2024/4/12,GEO,Kutaisi,Terminal,3.6,15,1,GEL,-,,
Bus,2024/4/12,GEO,Kutaisi,Terminal,2024/4/12,GEO,Tbilisi,Terminal,224,210,20,GEL,-,,
Bus,2024/4/12,GEO,Tbilisi,Terminal,2024/4/12,GEO,Mtskheta,Terminal,23.5,20,2,GEL,-,,
Bus,2024/4/12,GEO,Mtskheta,Terminal,2024/4/12,GEO,Tbilisi,Terminal,23.5,20,5,GEL,-,,
Subway,2024/4/12,GEO,Tbilisi,Terminal,2024/4/12,GEO,Tbilisi,Central,10,20,1,GEL,-,,
Bus,2024/4/13,GEO,Tbilisi,Central,2024/4/13,GEO,Tbilisi,Stop,13.7,30,1,GEL,-,,
Bus,2024/4/13,GEO,Tbilisi,Stop,2024/4/13,GEO,Tbilisi,Terminal,1,5,1,GEL,-,,
Bus,2024/4/13,GEO,Tbilisi,Terminal,2024/4/13,ARM,Yerevan,Terminal,273,360,40,GEL,-,,
Bus,2024/4/13,ARM,Yerevan,Terminal,2024/4/13,ARM,Yerevan,Central,2,10,100,AMD,-,,
Bus,2024/4/14,ARM,Yerevan,Central,2024/4/14,ARM,Yerevan,Terminal,2,10,200,AMD,-,,
Bus,2024/4/14,ARM,Yerevan,Terminal,2024/4/14,ARM,Sevan,Suberb,63.2,60,1500,AMD,-,,
Taxi,2024/4/14,ARM,Sevan,Suberb,2024/4/14,ARM,Sevan,Central,2,10,1000,AMD,-,,
Car,2024/4/14,ARM,Sevan,Lake,2024/4/14,ARM,Sevan,Central,2,10,0,AMD,-,,
Bus,2024/4/14,ARM,Sevan,Central,2024/4/14,ARM,Yerevan,Central,63.2,60,700,AMD,-,,
Bus,2024/4/14,ARM,Yerevan,Central,2024/4/14,ARM,Yerevan,Terminal,3,15,100,AMD,-,,
Bus,2024/4/14,ARM,Yerevan,Terminal,2024/4/14,ARM,Yerevan,Station,3,15,100,AMD,-,,
Train,2024/4/14,ARM,Yerevan,Station,2024/4/14,ARM,Gyumri,Station,140,190,1300,AMD,-,,
Car,2024/4/15,ARM,Gyumri,Terminal,2024/4/15,GEO,Tbilisi,Terminal,220,270,10000,AMD,-,,
Bus,2024/4/15,GEO,Tbilisi,Terminal,2024/4/15,GEO,Tbilisi,Central,4,20,1,GEL,-,,
Bus,2024/4/16,GEO,Tbilisi,Inn,2024/4/16,GEO,Tbilisi,Station,4.2,15,1,GEL,-,,
Subway,2024/4/16,GEO,Tbilisi,Station,2024/4/16,GEO,Tbilisi,Station,5.9,3,1,GEL,-,,
Subway,2024/4/16,GEO,Tbilisi,Station,2024/4/16,GEO,Tbilisi,Station,7,10,1,GEL,-,,
Ropeway,2024/4/16,GEO,Tbilisi,Station,2024/4/16,GEO,Tbilisi,Station,1,5,1,GEL,-,,
Subway,2024/4/16,GEO,Tbilisi,Station,2024/4/16,GEO,Tbilisi,Station,10.6,10,1,GEL,-,,
Subway,2024/4/16,GEO,Tbilisi,Station,2024/4/16,GEO,Tbilisi,Station,4.2,5,1,GEL,-,,
Bus,2024/4/16,GEO,Tbilisi,Station,2024/4/16,GEO,Tbilisi,Stop,8.7,15,1,GEL,-,,
Car,2024/4/16,GEO,Tbilisi,Stop,2024/4/16,GEO,Tbilisi,AirPort,3,10,0,GEL,-,,
AirPlane,2024/4/17,GEO,Tbilisi,AirPort,2024/4/17,IND,New Delhi,AirPort,3244,270,30170,JPY,-,,
Subway,2024/4/17,IND,New Delhi,AirPort,2024/4/17,IND,New Delhi,Station,15,16,60,INR,-,,
Subway,2024/4/17,IND,New Delhi,Station,2024/4/17,IND,New Delhi,Suberb,5.2,13,0,INR,Metoro Card,,
Subway,2024/4/17,IND,New Delhi,Central,2024/4/17,IND,New Delhi,Inn,5,8,0,INR,Metoro Card,,
Subway,2024/4/18,IND,New Delhi,Inn,2024/4/18,IND,New Delhi,Station,13,16,0,INR,Metoro Card,,
Subway,2024/4/18,IND,New Delhi,Station,2024/4/18,IND,New Delhi,Inn,13,16,0,INR,Metoro Card,,
Subway,2024/4/18,IND,New Delhi,Inn,2024/4/18,IND,New Delhi,Museum,2,5,0,INR,Metoro Card,,
Subway,2024/4/18,IND,New Delhi,Museum,2024/4/18,IND,New Delhi,Station,15,16,0,INR,Metoro Card,,
Subway,2024/4/18,IND,New Delhi,Station,2024/4/18,IND,New Delhi,Inn,13,16,0,INR,Metoro Card,,
Subway,2024/4/19,IND,New Delhi,Inn,2024/4/19,IND,New Delhi,Heritage,15,27,0,INR,Metoro Card,,
Subway,2024/4/19,IND,New Delhi,Heritage,2024/4/19,IND,Gurugaon,Station,23,40,0,INR,Metoro Card,,
Subway,2024/4/19,IND,Gurugaon,Station,2024/4/19,IND,New Delhi,Station,34,51,0,INR,Metoro Card,,
Subway,2024/4/19,IND,New Delhi,Station,2024/4/19,IND,New Delhi,AirPort,15,16,60,INR,-,,
AirPlane,2024/4/20,IND,New Delhi,AirPort,2024/4/20,HKG,Hong Kong,AirPort,3733,335,30000,JPY,-,,
AirPlane,2024/4/20,HKG,Hong Kong,AirPort,2024/4/20,JPN,Osaka,AirPort,2452,210,20520,JPY,-,,
Train,2024/4/20,JPN,Osaka,AirPort,2024/4/20,JPN,Kobe,Station,92,120,2320,JPY,-,,
